카테고리,세부,브랜드,제품명,태그,용량/가격,별점,리뷰수,이미지,제품링크
에센스/세럼,수분에센스,스킨푸드,블루 캐모마일 히알루로닉 앰플,"#보습, #수분공급, #앰플, #유수분밸런스, #저자극, #피부진정","50ml / 25,000원",4.65,리뷰 158,https://dn5hzapyfrpio.cloudfront.net/product/10c/10c72490-8c55-11ef-a522-59e44566a9a5.jpeg,https://www.glowpick.com/products/175787
에센스/세럼,수분에센스,바이오더마,하이드라비오 히알루+ 세럼,"#기능성, #미백, #수분공급, #주름개선","30ml / 52,000원",4.63,리뷰 182,https://dn5hzapyfrpio.cloudfront.net/product/ba3/ba3ee030-b0eb-11ee-8559-5b0a7669a1dc.jpeg,https://www.glowpick.com/products/170269
에센스/세럼,수분에센스,에스트라,아토베리어 365 하이드로 에센스,"#보습, #수분공급, #저자극","200ml / 32,000원",4.53,"리뷰 1,492",https://dn5hzapyfrpio.cloudfront.net/product/9a0/9a026100-e040-11ee-a7f1-9dbfdfd05fae.jpeg,https://www.glowpick.com/products/139838
에센스/세럼,수분에센스,스킨앤랩,베리어덤 링거 앰플,"#보습, #수분공급, #앰플, #저자극, #피부결정돈","70ml / 28,000원",4.62,리뷰 103,https://dn5hzapyfrpio.cloudfront.net/product/6a0/6a0440a0-4011-11ef-a21d-11b063e41864.jpeg,https://www.glowpick.com/products/174014
에센스/세럼,수분에센스,브링그린,대나무 히알루 수분 부스팅 세럼,"#모공관리, #부스팅, #수분공급, #저자극","50ml / 32,400원",4.59,리뷰 138,https://dn5hzapyfrpio.cloudfront.net/product/767/76708a00-3db0-11ef-8eae-a1f7849f2487.jpeg,https://www.glowpick.com/products/173973
에센스/세럼,수분에센스,마녀공장,마이크로 히알루로닉 에센스,"#비건뷰티, #수분공급, #클린뷰티","50ml / 32,000원",4.55,리뷰 283,https://dn5hzapyfrpio.cloudfront.net/product/80f/80fb9740-ea18-11ed-98dc-7b4a906c8878.jpeg,https://www.glowpick.com/products/164793
에센스/세럼,수분에센스,웰라쥬,리얼 히알루로닉 블루 100 앰플,"#기능성, #보습, #비건뷰티, #수분공급, #앰플, #저자극, #주름개선, #클린뷰티","100ml / 28,000원",4.51,"리뷰 1,922",https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200904/1599182381857.jpg,https://www.glowpick.com/products/139562
에센스/세럼,수분에센스,오아이브,턴오버 앰플,"#기능성, #미백, #보습, #수분공급, #앰플, #유수분밸런스, #저자극, #주름개선, #피부진정, #피부탄력","50ml / 27,500원",4.54,리뷰 130,https://dn5hzapyfrpio.cloudfront.net/product/4d0/4d02c620-cec5-11ed-9e9a-95827e1e917a.jpeg,https://www.glowpick.com/products/155535
에센스/세럼,수분에센스,더후,비첩 순환 에센스,"#기능성, #미백, #수분공급, #주름개선, #투명피부, #피부진정","90ml / 98,000원",4.63,리뷰 65,https://dn5hzapyfrpio.cloudfront.net/product/3a2/3a2181f0-1c84-11ef-807f-39710a2b1084.jpeg,https://www.glowpick.com/products/173123
에센스/세럼,수분에센스,쥬스 투 클렌즈,비니거 콤부차 비건 에센스,"#기능성, #보습, #브라이트닝, #비건뷰티, #저자극, #주름개선, #클린뷰티, #피부결정돈","150ml / 42,000원",4.53,리뷰 152,https://dn5hzapyfrpio.cloudfront.net/product/028/0285fb40-4080-11ed-8062-8106860c347b.png,https://www.glowpick.com/products/159836
에센스/세럼,수분에센스,에스티 로더,마이크로 에센스 트리트먼트 로션,"#보습, #수분공급, #영양공급, #피부진정","200ml / 162,000원",4.51,리뷰 217,https://dn5hzapyfrpio.cloudfront.net/product/4bc/4bc37270-944f-11ec-9f30-c5342f1204a5.jpeg,https://www.glowpick.com/products/154938
에센스/세럼,수분에센스,백아율,모이스처 밸런싱 세럼,"#수분공급, #약산성, #영양공급, #유수분밸런스, #저자극","50ml / 21,000원",4.47,리뷰 73,https://dn5hzapyfrpio.cloudfront.net/product/824/824ee820-26a6-11ee-ae0a-0f379fc98aa6.jpeg,https://www.glowpick.com/products/166762
에센스/세럼,수분에센스,오어스,트리플 레이어 히알루론시카 7초 세럼 인 앰플,"#기능성, #보습, #비건뷰티, #수분공급, #앰플, #영양공급, #저자극, #주름개선, #클린뷰티, #피부진정","105ml / 27,000원",4.56,리뷰 68,https://dn5hzapyfrpio.cloudfront.net/product/415/41512df0-8ce6-11ee-aed6-2d459ce96b1f.jpeg,https://www.glowpick.com/products/169385
에센스/세럼,수분에센스,프리메라,오가니언스 워터리 에센스,"#부스팅, #브라이트닝, #수분공급, #친환경, #클린뷰티, #피부결정돈, #피부진정","230ml / 32,000원",4.45,리뷰 287,https://dn5hzapyfrpio.cloudfront.net/product/959/959acda0-3075-11ec-bb52-b9c75b5d66fc.jpeg,https://www.glowpick.com/products/151694
에센스/세럼,수분에센스,더마팩토리,나이아신아마이드 20% 세럼,"#보습, #비건뷰티, #수분공급, #클린뷰티, #피부결정돈, #피부진정","30ml / 6,000원",4.49,리뷰 182,https://dn5hzapyfrpio.cloudfront.net/product/62a/62aa9180-8ef5-11ec-92b6-ab272b1af721.jpeg,https://www.glowpick.com/products/154775
에센스/세럼,수분에센스,아누아,PDRN 히알루론산 캡슐 100세럼,"#고보습, #보습, #부스팅, #수분공급","30ml / 39,000원",4.47,리뷰 258,https://dn5hzapyfrpio.cloudfront.net/product/18f/18f9d910-e811-11ef-b7ff-9d94b272a52e.jpeg,https://www.glowpick.com/products/175392
에센스/세럼,수분에센스,날로씀에,그린 콤부차 워터풀 앰플,"#기능성, #모공관리, #미백, #앰플, #유수분밸런스, #저자극, #주름개선, #피부결정돈, #피부진정, #피지조절","40ml / 38,000원",4.66,리뷰 68,https://dn5hzapyfrpio.cloudfront.net/product/268/268efce0-81a7-11ed-a5ab-71659ce77262.jpeg,https://www.glowpick.com/products/161600
에센스/세럼,수분에센스,비비드로우,바오밥 하이드로겔 투 드롭 앰플,,"40ml / 35,000원",4.35,리뷰 823,https://dn5hzapyfrpio.cloudfront.net/product/2a4/2a4bedc0-7850-11ee-bdb8-a9fd59bf9d4f.jpeg,https://www.glowpick.com/products/162069
에센스/세럼,보습에센스,싸이닉,스킨 릴리프 판테놀 30 앰플,"#고보습, #비건뷰티, #친환경, #클린뷰티, #피부결정돈, #피부진정","30ml / 25,000원",4.71,리뷰 72,https://dn5hzapyfrpio.cloudfront.net/product/27b/27b920a0-29a5-11ed-bfda-4bb0bbcd8b48.png,https://www.glowpick.com/products/159093
에센스/세럼,보습에센스,더하르나이,시카이드 앰플 세럼,"#기능성, #미백, #보습, #수분공급, #앰플, #피부진정","50ml / 32,000원",4.67,리뷰 102,https://dn5hzapyfrpio.cloudfront.net/product/910/910a06c0-a7b4-11ef-ba8f-ad1f423c39d5.jpeg,https://www.glowpick.com/products/135316
에센스/세럼,보습에센스,한율,빨간쌀 보습탄력 에센스,"#기능성, #미백, #보습, #비건뷰티, #유수분밸런스, #윤기, #주름개선, #친환경, #클린뷰티, #피부결정돈, #피부탄력","150ml / 40,000원",4.64,리뷰 102,https://dn5hzapyfrpio.cloudfront.net/product/b49/b493df00-8db9-11ee-888f-655208ea52a5.jpeg,https://www.glowpick.com/products/167793
에센스/세럼,보습에센스,CNP,프로폴리스 트리트먼트 앰플 에센스,"#보습, #수분공급, #영양공급, #윤기부여, #저자극","150ml / 40,000원",4.58,리뷰 269,https://dn5hzapyfrpio.cloudfront.net/product/ae1/ae1fbcd0-bcff-11eb-8b69-79894bde97a0.jpeg,https://www.glowpick.com/products/147852
에센스/세럼,보습에센스,바이위시트렌드,프로폴리스 에너지 카밍 앰플,"#보습, #앰플, #영양공급, #저자극, #피부진정","30ml / 32,000원",4.51,리뷰 446,https://dn5hzapyfrpio.cloudfront.net/product/fa2/fa224c00-75dc-11ed-b77c-679f76fcdccf.jpeg,https://www.glowpick.com/products/152656
에센스/세럼,보습에센스,플로디카,유스업 앰플,"#기능성, #미백, #보습, #주름개선, #피부탄력, #피부활력","50ml / 32,000원",4.49,리뷰 123,https://dn5hzapyfrpio.cloudfront.net/product/625/6253a820-3d6e-11ed-9605-55063e071bd7.png,https://www.glowpick.com/products/159701
에센스/세럼,보습에센스,더페이스샵,올티밋 판테놀 1% 세럼,"#보습, #수분공급, #저자극, #클린뷰티","30ml / 15,000원",4.46,리뷰 81,https://dn5hzapyfrpio.cloudfront.net/product/d5c/d5c122a0-e723-11ee-9acb-cf79f55d16ce.jpeg,https://www.glowpick.com/products/171870
에센스/세럼,보습에센스,어테이션,콜라겐 리파이닝 세럼,"#앰플, #영양공급, #저자극, #피부탄력","30ml / 56,000원",4.43,리뷰 271,https://dn5hzapyfrpio.cloudfront.net/product/a96/a9615ff0-95d0-11ec-907f-53ffb2b36f5c.jpeg,https://www.glowpick.com/products/155002
에센스/세럼,보습에센스,프리메라,하이드로 글로우 트리트먼트 에센스,"#보습, #수분공급, #쿨링, #피부탄력","150ml / 37,000원",4.47,리뷰 98,https://dn5hzapyfrpio.cloudfront.net/product/3cf/3cfe3090-f943-11ed-ad6a-571696e5570c.jpeg,https://www.glowpick.com/products/161058
에센스/세럼,보습에센스,마녀공장,비피다 바이옴 컨센트레이트 세럼,"#보습, #수분공급, #영양공급, #피부진정, #피부탄력","35ml / 39,000원",4.4,리뷰 98,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20191218/1576636808176.jpg,https://www.glowpick.com/products/128555
에센스/세럼,보습에센스,아비브,부활초 에센스 뉴트리션 펌프,"#기능성, #보습, #수분공급, #영양공급, #주름개선","50ml / 27,000원",4.41,리뷰 83,https://dn5hzapyfrpio.cloudfront.net/product/d0a/d0a0b030-46a6-11ec-b9a7-cfdde3c83863.jpeg,https://www.glowpick.com/products/152432
에센스/세럼,보습에센스,슬로먼트,플러딩 퍼스트 에센스,"#보습, #수분공급, #저자극, #피부결정돈, #피부진정","210ml / 33,000원",4.59,리뷰 59,https://dn5hzapyfrpio.cloudfront.net/product/43f/43fa4330-ad23-11ef-8269-f3f041e815e8.jpeg,https://www.glowpick.com/products/177002
에센스/세럼,보습에센스,디폰데,시그니처 오리진 100,"#보습, #피부진정, #피부탄력, #피부활력","50ml / 55,000원",4.52,리뷰 61,https://dn5hzapyfrpio.cloudfront.net/product/e50/e5012f60-b8cd-11ed-bfee-d9302d69ca7e.jpeg,https://www.glowpick.com/products/144023
에센스/세럼,보습에센스,딕셔니스트,아미노산 앰플,"#기능성, #미백, #보습, #비건뷰티, #수분공급, #앰플, #클린뷰티, #피부결정돈","30ml / 38,000원",4.35,리뷰 116,https://dn5hzapyfrpio.cloudfront.net/product/d7d/d7dceae0-90a0-11ed-94f7-039ba6646584.jpeg,https://www.glowpick.com/products/162002
에센스/세럼,보습에센스,엘리샤코이,콤부차 결바이옴 앰플,"#고보습, #기능성, #미백, #보습, #비건뷰티, #앰플, #주름개선, #친환경, #클린뷰티, #피부탄력","50ml / 32,000원",4.32,리뷰 88,https://dn5hzapyfrpio.cloudfront.net/product/797/79781700-bce8-11eb-9a1b-6fb90d9cb780.jpeg,https://www.glowpick.com/products/147830
에센스/세럼,보습에센스,스킨푸드,로열허니 프로폴리스 인리치 에센스,"#보습, #영양공급, #윤기부여, #저자극","50ml / 32,000원",4.29,"리뷰 3,753",https://dn5hzapyfrpio.cloudfront.net/product/6ba/6ba4b450-785a-11ee-82a0-977fcb093fe5.jpeg,https://www.glowpick.com/products/98815
에센스/세럼,보습에센스,오휘,프라임 어드밴서 앰플 세럼,"#보습, #수분공급, #앰플, #주름개선, #피부탄력","50ml / 110,000원",4.36,리뷰 157,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20170929/1506669976428.png,https://www.glowpick.com/products/98487
에센스/세럼,보습에센스,넘버즈인,푹잠 마스크팩 세럼 [6번],"#기능성, #미백, #보습, #수분공급, #윤기부여, #저자극, #주름개선, #피부탄력","50ml / 30,000원",4.36,리뷰 352,https://dn5hzapyfrpio.cloudfront.net/product/b3e/b3efc2f0-882b-11ee-8744-8b0f46c9d1d4.jpeg,https://www.glowpick.com/products/139911
에센스/세럼,보습에센스,셀리맥스,노니 에너지 앰플,"#고보습, #앰플, #영양공급, #주름개선, #피부진정, #피부탄력","30ml / 28,000원",4.23,리뷰 901,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200416/1587022998457.jpg,https://www.glowpick.com/products/123790
에센스/세럼,보습에센스,시드물,민중기 EGF 앰플 플러스 디판테놀,"#보습, #앰플","11ml / 39,800원",4.32,리뷰 71,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20161214/1481685190404.jpg,https://www.glowpick.com/products/84570
에센스/세럼,진정에센스,비레디,시카페인 트러블 리셋 세럼,"#기능성, #모공관리, #미백, #저자극, #트러블케어, #피부진정","40ml / 38,000원",4.61,리뷰 419,https://dn5hzapyfrpio.cloudfront.net/product/e6a/e6a3dba0-9573-11ee-9b39-8f9cf8642ad0.jpeg,https://www.glowpick.com/products/169584
에센스/세럼,진정에센스,커스텀미,비스포크 에센스,,"50g / 50,000원",4.64,리뷰 81,https://dn5hzapyfrpio.cloudfront.net/product/9dd/9dd29cb0-0985-11ee-ad19-b1860f603367.jpeg,https://www.glowpick.com/products/165901
에센스/세럼,진정에센스,키키블룸,워터민트 카밍 에센스,"#기능성, #미백, #저자극, #주름개선, #쿨링, #피부진정","50ml / 29,000원",4.63,리뷰 139,https://dn5hzapyfrpio.cloudfront.net/product/86d/86df9920-9824-11ef-9e43-47188a2ee962.jpeg,https://www.glowpick.com/products/176312
에센스/세럼,진정에센스,에스트라,에이시카365 흔적진정세럼 pH4.5,"#기능성, #미백, #수분공급, #약산성, #저자극, #트러블케어, #피부진정","40ml / 38,000원",4.62,리뷰 217,https://dn5hzapyfrpio.cloudfront.net/product/346/346e8f70-dfaa-11ef-b0f3-47360cae427d.jpeg,https://www.glowpick.com/products/178420
에센스/세럼,진정에센스,비욘드,엔젤 아쿠아 수분가득 진정 앰플,"#비건뷰티, #수분공급, #앰플, #저자극, #클린뷰티, #피부진정","50ml / 28,000원",4.6,리뷰 86,https://dn5hzapyfrpio.cloudfront.net/product/ebf/ebf88790-0c38-11ef-a028-b9e57212aabe.jpeg,https://www.glowpick.com/products/170037
에센스/세럼,진정에센스,잇츠스킨,파워 10 포뮬라 엘아이 이펙터 감초줄렌,"#수분공급, #앰플, #저자극, #피부진정","30ml / 15,400원",4.5,"리뷰 2,593",https://dn5hzapyfrpio.cloudfront.net/product/917/91799a70-0a06-11ec-91dd-07ad0b7d8826.jpeg,https://www.glowpick.com/products/150343
에센스/세럼,진정에센스,나이팅게일,세파시카 앰플,"#기능성, #수분공급, #앰플, #약산성, #저자극, #주름개선, #피부진정","30ml / 36,000원",4.58,리뷰 126,https://dn5hzapyfrpio.cloudfront.net/product/d2d/d2dd30c0-d339-11eb-bc81-4b53ae805bdd.jpeg,https://www.glowpick.com/products/148468
에센스/세럼,진정에센스,마녀공장,비피다 바이옴 콤플렉스 앰플,"#기능성, #미백, #수분공급, #앰플, #저자극, #주름개선, #피부진정, #피부탄력","50ml / 35,000원",4.46,"리뷰 2,033",https://dn5hzapyfrpio.cloudfront.net/product/0d2/0d27ffe0-9a6e-11ef-8f68-55744f9686aa.jpeg,https://www.glowpick.com/products/132030
에센스/세럼,진정에센스,스킨푸드,캐롯 카로틴 모이스트 이펙터,"#비건뷰티, #수분공급, #앰플, #저자극, #친환경, #크루얼티프리, #클린뷰티, #피부진정","52ml / 27,000원",4.51,리뷰 390,https://dn5hzapyfrpio.cloudfront.net/product/e1a/e1af8db0-2266-11ec-a08b-a11ff216e3aa.jpeg,https://www.glowpick.com/products/151271
에센스/세럼,진정에센스,라타플랑,미나리 진정 세럼,"#기능성, #미백, #수분공급, #주름개선, #쿨링, #피부진정","50ml / 28,000원",4.54,리뷰 107,https://dn5hzapyfrpio.cloudfront.net/product/3cf/3cfd1d50-0342-11ee-8787-7fecaf8b5b40.png,https://www.glowpick.com/products/156736
에센스/세럼,진정에센스,퓨리토 서울,원더 릴리프 센텔라 세럼 언센티드,"#비건뷰티, #크루얼티프리, #클린뷰티, #피부결정돈, #피부진정","60ml / 28,000원",4.52,리뷰 79,https://dn5hzapyfrpio.cloudfront.net/product/b7c/b7c6f760-d121-11ee-96ce-8d4cfff1dc09.jpeg,https://www.glowpick.com/products/171158
에센스/세럼,진정에센스,메디힐,티트리 진정 수분 앰플,"#보습, #비건뷰티, #앰플, #약산성, #저자극, #클린뷰티, #피부진정","50ml / 32,000원",4.47,리뷰 501,https://dn5hzapyfrpio.cloudfront.net/product/500/50067ff0-300f-11ee-9ddb-cd610bef2ff5.jpeg,https://www.glowpick.com/products/165504
에센스/세럼,진정에센스,바이 오디 티디,비타 카밍 세럼,"#보습, #수분공급, #트러블케어, #피부진정","50ml / 30,000원",4.45,리뷰 175,https://dn5hzapyfrpio.cloudfront.net/product/2a0/2a0090d0-035f-11ed-8b0d-71866e1188a9.png,https://www.glowpick.com/products/158085
에센스/세럼,진정에센스,닥터벨머,핑크 블레미쉬 진정 세럼,"#수분공급, #피부진정","50ml / 27,000원",4.44,리뷰 195,https://dn5hzapyfrpio.cloudfront.net/product/386/3864c670-26a2-11ee-b53a-2389eef56319.jpeg,https://www.glowpick.com/products/166754
에센스/세럼,진정에센스,마녀공장,히더 카밍 에센스,"#비건뷰티, #수분공급, #약산성, #저자극, #클린뷰티, #피부진정","50ml / 32,000원",4.43,리뷰 212,https://dn5hzapyfrpio.cloudfront.net/product/a1a/a1af0b50-7859-11ee-9ff9-c9fe075a60f2.jpeg,https://www.glowpick.com/products/164395
에센스/세럼,진정에센스,수려한,진생 에센스 AD,"#기능성, #보습, #영양공급, #윤기, #주름개선, #피부탄력","50ml / 90,000원",4.77,리뷰 56,https://dn5hzapyfrpio.cloudfront.net/product/28f/28fe8a40-383f-11ef-b5dd-d11179a2b6d5.jpeg,https://www.glowpick.com/products/166465
에센스/세럼,진정에센스,시메스,노르딕 버치 에너지 에센스,"#기능성, #미백, #보습, #수분공급, #약산성, #영양공급, #유수분밸런스, #주름개선, #클린뷰티, #피부진정","50ml / 28,000원",4.42,리뷰 236,https://dn5hzapyfrpio.cloudfront.net/product/1c1/1c1a02e0-1462-11ec-8696-7bab1080722b.jpeg,https://www.glowpick.com/products/147757
